0,6114.504
1,5997.919
2,5881.334
3,5764.749
4,5652.021
5,5549.836
6,5447.652
7,5345.468
8,5243.284
9,5141.1
10,5051.076
11,4962.568
12,4874.06
13,4785.552
14,4697.044
15,4608.536
16,4520.028
17,4430.607
18,4340.682
19,4250.757
20,4160.832
21,4070.907
22,3980.982
23,3894.054
24,3814.92
25,3735.786
26,3656.652
27,3577.518
28,3498.384
29,3419.25
30,3347.66
31,3276.805
32,3205.951
33,3135.097
34,3064.243
35,2994.189
36,2931.913
37,2869.637
38,2807.36
39,2745.084
40,2682.807
41,2620.531
42,2558.255
43,2501.676
44,2447.112
45,2392.548
46,2337.985
47,2283.421
48,2228.857
49,2174.294
50,2125.119
51,2079.482
52,2033.845
53,1988.208
54,1942.572
55,1896.935
56,1851.298
57,1804.21
58,1756.066
59,1707.921
60,1659.777
61,1611.632
62,1563.488
63,1515.344
64,1471.3
65,1432.404
66,1393.508
67,1354.611
68,1315.715
69,1276.818
70,1237.922
71,1197.706
72,1157.445
73,1117.184
74,1076.922
75,1036.661
76,996.4
77,960.92
78,927.391
79,893.862
80,860.333
81,826.803
82,793.274
83,761.004
84,729.71
85,698.416
86,667.122
87,635.828
88,604.534
89,573.24
90,535.083
91,496.764
92,458.445
93,420.126
94,381.807
95,352.011
96,327.939
97,303.867
98,279.794
99,255.722
100,231.65
