1,6557.416
2,6388.128
3,6218.84
4,6059.222
5,5901.826
6,5744.431
7,5588.715
8,5440.313
9,5291.911
10,5143.509
11,4997.888
12,4857.648
13,4717.409
14,4577.169
15,4436.929
16,4315.779
17,4195.738
18,4075.698
19,3955.657
20,3835.616
21,3719.067
22,3602.517
23,3485.967
24,3369.418
25,3260.274
26,3158.701
27,3057.128
28,2955.556
29,2853.983
30,2753.736
31,2654.577
32,2555.417
33,2456.258
34,2357.098
35,2263.615
36,2172.402
37,2081.189
38,1989.977
39,1899.65
40,1812.679
41,1725.709
42,1638.738
43,1551.768
44,1471.394
45,1398.066
46,1324.738
47,1251.41
48,1178.082
49,1104.754
50,1029.826
51,954.678
52,879.53
53,804.382
54,729.233
55,661.829
56,597.521
57,533.214
58,468.906
59,404.258
60,336.51
61,268.761
62,201.013
63,133.264
64,65.515
