1,10529.589
2,10355.068
3,10181.544
4,10013.993
5,9846.443
6,9678.892
7,9521.211
8,9367.064
9,9212.918
10,9059.12
11,8906.032
12,8752.944
13,8599.856
14,8448.084
15,8303.554
16,8159.023
17,8014.493
18,7869.962
19,7725.201
20,7578.334
21,7431.467
22,7284.601
23,7137.734
24,6990.868
25,6844.001
26,6711.187
27,6583.697
28,6456.206
29,6328.715
30,6201.225
31,6087.352
32,5975.16
33,5862.968
34,5750.776
35,5638.584
36,5526.256
37,5413.718
38,5301.18
39,5188.642
40,5076.104
41,4965.095
42,4865.209
43,4765.323
44,4665.437
45,4565.551
46,4465.666
47,4365.915
48,4266.362
49,4166.809
50,4067.256
51,3967.704
52,3869.224
53,3777.808
54,3686.393
55,3594.977
56,3503.562
57,3412.146
58,3325.563
59,3241.729
60,3157.895
61,3074.061
62,2990.227
63,2906.393
64,2826.053
65,2751.572
66,2677.091
67,2602.61
68,2528.13
69,2453.649
70,2379.801
71,2306.473
72,2233.145
73,2159.817
74,2086.489
75,2013.161
76,1941.166
77,1869.248
78,1797.331
79,1725.413
80,1653.495
81,1582.441
82,1514.269
83,1446.097
84,1377.925
85,1309.753
86,1241.581
87,1173.409
88,1106.579
89,1045.195
90,983.811
91,922.426
92,861.042
93,799.087
94,736.128
95,673.17
96,610.212
97,553.116
98,498.12
99,443.124
100,388.128
