1,14713.927
2,14443.836
3,14186.073
4,13933.79
5,13681.507
6,13429.224
7,13176.941
8,12924.658
9,12677.059
10,12433.475
11,12189.891
12,11948.827
13,11712.407
14,11475.988
15,11242.217
16,11021.862
17,10801.508
18,10581.154
19,10367.58
20,10159.817
21,9952.055
22,9744.292
23,9542.364
24,9357.686
25,9173.009
26,8988.331
27,8805.023
28,8624.962
29,8444.901
30,8264.84
31,8084.779
32,7909.233
33,7742.009
34,7574.786
35,7407.562
36,7240.339
37,7085.25
38,6932.368
39,6779.487
40,6626.605
41,6473.723
42,6321.157
43,6182.648
44,6044.14
45,5905.632
46,5767.123
47,5628.615
48,5490.107
49,5366.989
50,5248.78
51,5130.57
52,5012.36
53,4894.151
54,4775.941
55,4660.046
56,4547.854
57,4435.662
58,4323.47
59,4211.279
60,4099.087
61,3988.128
62,3877.321
63,3766.514
64,3655.708
65,3544.901
66,3451.158
67,3358.407
68,3265.656
69,3172.904
70,3080.153
71,2987.402
72,2901.065
73,2816.421
74,2731.777
75,2647.133
76,2562.489
77,2477.845
78,2395.917
79,2314.442
80,2232.966
81,2151.491
82,2070.015
83,1990.228
84,1915.434
85,1840.639
86,1765.845
87,1691.05
88,1616.256
89,1541.623
90,1467.041
91,1392.46
92,1317.878
93,1243.087
94,1168.062
95,1093.037
96,1018.011
97,944.849
98,873.43
99,802.012
100,730.594
