# Height, km	Temp, K   Pressure, Pa	Density, kgm3	a, m/s
2224.96	420.49	7.95977E-12	5.05448E-18	1503.17
2145.39	420.71	2.99814E-11	1.90282E-17	1503.57
2092.50	420.67	7.23870E-11	4.59457E-17	1503.50
2039.62	420.63	1.74771E-10	1.10941E-16	1503.43
1962.69	420.42	6.29913E-10	4.00057E-16	1503.06
1890.57	420.25	2.09552E-09	1.33142E-15	1502.74
1838.65	420.21	4.97897E-09	3.16374E-15	1502.67
1787.20	419.89	1.17357E-08	7.46272E-15	1502.11
1734.32	419.85	2.83345E-08	1.80196E-14	1502.04
1681.43	419.82	6.84106E-08	4.35102E-14	1501.97
1630.35	419.78	1.60281E-07	1.01950E-13	1501.91
1611.72	418.92	2.18642E-07	1.39356E-13	1500.38
1548.87	418.88	6.23203E-07	3.97253E-13	1500.30
1469.88	417.62	2.32464E-06	1.48628E-12	1498.04
1403.95	415.49	6.97627E-06	4.48325E-12	1494.21
1345.68	412.28	1.84236E-05	1.19320E-11	1488.42
1289.85	408.03	4.67143E-05	3.05696E-11	1480.73
1242.82	402.38	1.02306E-04	6.78880E-11	1470.45
1206.10	396.18	1.88647E-04	1.27143E-10	1459.07
1176.38	389.98	3.09587E-04	2.11968E-10	1447.61
1154.96	383.79	4.42389E-04	3.07782E-10	1436.07
1135.51	377.60	6.11771E-04	4.32603E-10	1424.44
1116.94	371.41	8.33770E-04	5.99412E-10	1412.72
1104.04	365.22	1.03366E-03	7.55698E-10	1400.91
1091.37	359.03	1.27680E-03	9.49542E-10	1388.99
1078.04	352.85	1.59447E-03	1.20658E-09	1376.98
1066.46	346.66	1.93399E-03	1.48961E-09	1364.85
1059.03	340.48	2.18896E-03	1.71660E-09	1352.63
1049.41	334.30	2.56944E-03	2.05225E-09	1340.29
1041.32	328.12	2.94013E-03	2.39258E-09	1327.84
1032.14	321.93	3.42614E-03	2.84162E-09	1315.27
1024.50	315.75	3.89197E-03	3.29118E-09	1302.58
1018.81	309.57	4.27856E-03	3.69032E-09	1289.77
1012.26	303.39	4.77258E-03	4.20029E-09	1276.83
1005.26	297.21	5.36257E-03	4.81769E-09	1263.75
999.36	291.03	5.91674E-03	5.42844E-09	1250.55
993.90	284.85	6.48080E-03	6.07496E-09	1237.20
988.00	278.67	7.15054E-03	6.85142E-09	1223.70
982.97	272.49	7.77538E-03	7.61909E-09	1210.05
978.17	266.31	8.42408E-03	8.44630E-09	1196.25
973.58	260.13	9.09371E-03	9.33431E-09	1182.29
968.99	253.95	9.81658E-03	1.03215E-08	1168.17
963.74	247.77	1.07133E-02	1.15454E-08	1153.86
959.15	241.59	1.15649E-02	1.27819E-08	1139.38
955.44	235.41	1.23037E-02	1.39553E-08	1124.72
952.38	229.23	1.29473E-02	1.50812E-08	1109.86
946.91	223.05	1.41817E-02	1.69767E-08	1094.80
943.20	216.87	1.50875E-02	1.85757E-08	1079.52
939.92	210.69	1.59348E-02	2.01942E-08	1064.04
937.73	204.51	1.65259E-02	2.15759E-08	1048.32
930.30	198.33	1.87046E-02	2.51815E-08	1032.35
928.12	192.15	1.93984E-02	2.69553E-08	1016.15
921.78	185.97	2.15596E-02	3.09540E-08	999.67
916.97	179.79	2.33583E-02	3.46892E-08	982.92
911.51	173.61	2.55851E-02	3.93488E-08	965.88
905.39	167.43	2.83321E-02	4.51822E-08	948.53
895.99	161.25	3.31359E-02	5.48692E-08	930.85
885.94	155.07	3.91799E-02	6.74646E-08	912.83
869.77	148.88	5.13004E-02	9.20066E-08	894.43
843.11	142.68	8.00031E-02	1.49715E-07	875.62
795.40	137.59	1.77175E-01	3.43818E-07	859.87
753.82	135.89	3.54296E-01	6.96132E-07	854.54
710.47	135.34	7.29680E-01	1.43953E-06	852.81
627.81	135.79	2.89372E+00	5.69003E-06	854.21
565.31	137.91	8.20098E+00	1.58779E-05	860.86
503.79	139.91	2.28628E+01	4.36313E-05	867.08
440.19	141.83	6.59954E+01	1.24241E-04	873.01
386.18	143.48	1.62346E+02	3.02122E-04	878.06
336.82	142.60	3.69598E+02	6.92044E-04	875.37
291.29	137.80	7.89372E+02	1.52958E-03	860.50
254.36	131.59	1.46088E+03	2.96421E-03	840.91
226.82	125.40	2.31168E+03	4.92230E-03	820.87
208.03	119.21	3.16204E+03	7.08259E-03	800.36
191.42	113.02	4.17050E+03	9.85291E-03	779.31
177.65	106.83	5.24620E+03	1.31120E-02	757.68
167.16	100.65	6.24847E+03	1.65765E-02	735.42
153.17	94.46	7.88882E+03	2.22988E-02	712.46
142.20	90.81	9.47164E+03	2.78481E-02	698.57
133.03	89.02	1.10365E+04	3.31023E-02	691.64
107.33	88.69	1.69371E+04	5.09909E-02	690.35
81.04	91.13	2.62501E+04	7.69141E-02	699.78
70.13	94.40	3.14859E+04	8.90549E-02	712.24
53.30	100.57	4.16791E+04	1.10660E-01	735.12
45.87	106.74	4.71739E+04	1.18007E-01	757.34
35.38	112.91	5.61863E+04	1.32872E-01	778.92
27.08	119.08	6.45269E+04	1.44689E-01	799.92
19.43	125.25	7.33002E+04	1.56264E-01	820.39
15.27	131.42	7.85526E+04	1.59595E-01	840.36
7.65	135.72	8.92028E+04	1.75496E-01	853.99
4.59	140.36	9.38672E+04	1.78566E-01	868.47
0.00	145.00	1.01325E+05	1.86585E-01	882.71
